date,close,high,low,open,volume
1993-03-12T00:00:00.000Z,26.4702220035,26.5435976136,26.305156231,26.5252830613,643600
1993-03-15T00:00:00.000Z,26.5986586715,26.5986586715,26.4519074512,26.4519074512,310800
1993-03-16T00:00:00.000Z,26.5986586715,26.6720342816,26.5986586715,26.5986586715,30800
1993-03-17T00:00:00.000Z,26.4335341984,26.5619708664,26.3968463934,26.5619708664,21800
1993-03-18T00:00:00.000Z,26.5986586715,26.7087220867,26.5435976136,26.5435976136,59300
1993-03-19T00:00:00.000Z,26.558678356,26.7061243399,26.558678356,26.7061243399,66900
1993-03-22T00:00:00.000Z,26.4112323721,26.4665541053,26.2822466255,26.3006478842,183400
1993-03-23T00:00:00.000Z,26.4665541053,26.5034156013,26.4296926093,26.4849553641,55200
1993-03-24T00:00:00.000Z,26.4665541053,26.5771385932,26.3006478842,26.4296926093,37200
1993-03-25T00:00:00.000Z,26.632401348,26.6877230811,26.4480938681,26.4849553641,110100
1993-03-26T00:00:00.000Z,26.4849553641,26.632401348,26.4665541053,26.6140000892,101500
1993-03-29T00:00:00.000Z,26.595539852,26.7245845771,26.5034156013,26.5034156013,87100
1993-03-30T00:00:00.000Z,26.6692628439,26.6692628439,26.595539852,26.632401348,56000
1993-03-31T00:00:00.000Z,26.6508615851,26.8167088278,26.6508615851,26.7429858359,111600
1993-04-01T00:00:00.000Z,26.558678356,26.6877230811,26.5034156013,26.6877230811,129500
1993-04-02T00:00:00.000Z,26.0057559165,26.3375093802,26.0057559165,26.3375093802,59400
1993-04-05T00:00:00.000Z,26.1348006416,26.2085236335,26.0610776496,26.2085236335,172200
1993-04-06T00:00:00.000Z,26.0610776496,26.1900633963,25.9873546577,26.1900633963,129700
1993-04-07T00:00:00.000Z,26.1532019004,26.1532019004,26.0426174125,26.0979391456,28000
1993-04-08T00:00:00.000Z,26.1163404044,26.2637863883,26.0057559165,26.2637863883,180800
1993-04-12T00:00:00.000Z,26.4849553641,26.5034156013,26.3375093802,26.3743708762,348500
1993-04-13T00:00:00.000Z,26.5402770972,26.632401348,26.4480938681,26.4665541053,146100
1993-04-14T00:00:00.000Z,26.5034156013,26.5771385932,26.4849553641,26.558678356,119600
1993-04-15T00:00:00.000Z,26.5034156013,26.558678356,26.3928311134,26.4849553641,148600
1993-04-16T00:00:00.000Z,26.5034156013,26.558678356,26.4665541053,26.5218168601,47900
1993-04-19T00:00:00.000Z,26.3928311134,26.5771385932,26.3743708762,26.5034156013,157000
1993-04-20T00:00:00.000Z,26.2637863883,26.3928311134,26.0979391456,26.3559696174,279500
1993-04-21T00:00:00.000Z,26.2453851295,26.3191081214,26.1716621376,26.3191081214,67900
1993-04-22T00:00:00.000Z,25.9136316658,26.3559696174,25.9136316658,26.1348006416,97700
1993-04-23T00:00:00.000Z,25.8030471779,25.9320329246,25.7661856819,25.8583099326,106000
1993-04-26T00:00:00.000Z,25.6002794608,25.9136316658,25.5265564689,25.8214484367,62600
1993-04-27T00:00:00.000Z,25.8767701698,25.8767701698,25.5634179649,25.5634179649,156800
1993-04-28T00:00:00.000Z,25.8214484367,25.8951714286,25.7845869407,25.8399086738,85900
1993-04-29T00:00:00.000Z,25.9320329246,25.9320329246,25.7293241859,25.8767701698,85000
1993-04-30T00:00:00.000Z,25.9688944205,26.1163404044,25.9688944205,26.0242161537,88500
1993-05-03T00:00:00.000Z,26.1348006416,26.1348006416,25.8951714286,26.0057559165,80500
1993-05-04T00:00:00.000Z,26.2269248923,26.3191081214,26.1532019004,26.1900633963,149100
1993-05-05T00:00:00.000Z,26.3006478842,26.3928311134,26.2269248923,26.2269248923,109000
1993-05-06T00:00:00.000Z,26.2085236335,26.2822466255,26.1900633963,26.2637863883,54700
1993-05-07T00:00:00.000Z,26.1532019004,26.2269248923,26.1163404044,26.2269248923,68000
1993-05-10T00:00:00.000Z,26.2085236335,26.3559696174,26.1900633963,26.1900633963,113900
1993-05-11T00:00:00.000Z,26.3191081214,26.3191081214,26.1348006416,26.2085236335,42600
1993-05-12T00:00:00.000Z,26.2822466255,26.3006478842,26.2085236335,26.2085236335,31000
1993-05-13T00:00:00.000Z,25.9688944205,26.1716621376,25.9504931617,26.1716621376,129100
1993-05-14T00:00:00.000Z,25.9504931617,26.0426174125,25.9320329246,25.9688944205,63500
1993-05-17T00:00:00.000Z,26.0426174125,26.0426174125,25.9136316658,26.0242161537,34000
1993-05-18T00:00:00.000Z,26.0242161537,26.0794789084,25.9320329246,26.0610776496,105200
1993-05-19T00:00:00.000Z,26.558678356,26.558678356,25.8583099326,26.0242161537,50200
1993-05-20T00:00:00.000Z,26.632401348,26.632401348,26.5034156013,26.558678356,98200
1993-05-21T00:00:00.000Z,26.3928311134,26.6877230811,26.3743708762,26.6508615851,221400
1993-05-24T00:00:00.000Z,26.5034156013,26.595539852,26.4480938681,26.4480938681,30500
1993-05-25T00:00:00.000Z,26.558678356,26.6140000892,26.558678356,26.6140000892,191800
1993-05-26T00:00:00.000Z,26.8904318197,26.9088920569,26.6140000892,26.632401348,102400
1993-05-27T00:00:00.000Z,26.798307569,26.9272933157,26.761446073,26.9272933157,53800
1993-05-28T00:00:00.000Z,26.6692628439,26.7798473318,26.5402770972,26.7798473318,79100
1993-06-01T00:00:00.000Z,26.9272933157,27.0194765448,26.7245845771,26.761446073,28300
1993-06-02T00:00:00.000Z,26.8904318197,26.9826150489,26.7429858359,26.8535703238,20300
1993-06-03T00:00:00.000Z,26.798307569,26.835169065,26.7429858359,26.835169065,21600
1993-06-04T00:00:00.000Z,26.7061243399,26.7245845771,26.595539852,26.7245845771,32000
1993-06-07T00:00:00.000Z,26.6140000892,26.761446073,26.6140000892,26.761446073,121400
1993-06-08T00:00:00.000Z,26.3743708762,26.5402770972,26.3743708762,26.5402770972,104500
1993-06-09T00:00:00.000Z,26.4665541053,26.5771385932,26.4296926093,26.4665541053,43300
1993-06-10T00:00:00.000Z,26.4849553641,26.5034156013,26.3928311134,26.4480938681,17900
1993-06-11T00:00:00.000Z,26.595539852,26.632401348,26.4849553641,26.5771385932,647400
1993-06-14T00:00:00.000Z,26.558678356,26.6508615851,26.558678356,26.632401348,64200
1993-06-15T00:00:00.000Z,26.5034156013,26.6140000892,26.5034156013,26.595539852,142400
1993-06-16T00:00:00.000Z,26.558678356,26.558678356,26.4296926093,26.5034156013,330900
1993-06-17T00:00:00.000Z,26.6508615851,26.6508615851,26.558678356,26.6140000892,37400
1993-06-18T00:00:00.000Z,26.4329482167,26.6371056167,26.4329482167,26.6371056167,58500
1993-06-21T00:00:00.000Z,26.4886059076,26.5071980712,26.4514809803,26.5071980712,29300
1993-06-22T00:00:00.000Z,26.5071980712,26.5257308349,26.4700731439,26.5257308349,137500
1993-06-23T00:00:00.000Z,26.265856344,26.5071980712,26.265856344,26.5071980712,227600
1993-06-24T00:00:00.000Z,26.618572853,26.618572853,26.3401061985,26.3401061985,243700
1993-06-25T00:00:00.000Z,26.5999806894,26.674230544,26.5814479257,26.5999806894,44800
1993-06-28T00:00:00.000Z,26.8969801076,26.8969801076,26.6928227075,26.7299476348,439900
1993-06-29T00:00:00.000Z,26.7670725621,26.8598551803,26.7299476348,26.8598551803,207500
1993-06-30T00:00:00.000Z,26.7670725621,26.8598551803,26.7299476348,26.8041974894,437600
1993-07-01T00:00:00.000Z,26.6928227075,26.8041974894,26.6556977803,26.8041974894,605700
1993-07-02T00:00:00.000Z,26.5443229985,26.618572853,26.4514809803,26.5999806894,285400
1993-07-06T00:00:00.000Z,26.265856344,26.5814479257,26.2287314167,26.5071980712,246400
1993-07-07T00:00:00.000Z,26.3401061985,26.3772311258,26.2473235803,26.2473235803,343700
1993-07-08T00:00:00.000Z,26.6371056167,26.6928227075,26.3215734348,26.3586983621,248200
1993-07-09T00:00:00.000Z,26.7113554712,26.7113554712,26.5814479257,26.6371056167,378200
1993-07-12T00:00:00.000Z,26.6928227075,26.7113554712,26.6371056167,26.674230544,373700
1993-07-13T00:00:00.000Z,26.674230544,26.7856053258,26.5257308349,26.7113554712,389600
1993-07-14T00:00:00.000Z,26.7670725621,26.8413224166,26.674230544,26.6928227075,617300
1993-07-15T00:00:00.000Z,26.6556977803,26.7484803985,26.5999806894,26.7484803985,443800
1993-07-16T00:00:00.000Z,26.5814479257,26.6928227075,26.5443229985,26.674230544,216400
1993-07-19T00:00:00.000Z,26.5628557622,26.5814479257,26.4886059076,26.5814479257,188200
1993-07-20T00:00:00.000Z,26.6371056167,26.6371056167,26.4143560531,26.5443229985,68500
1993-07-21T00:00:00.000Z,26.618572853,26.618572853,26.5257308349,26.5999806894,142700
1993-07-22T00:00:00.000Z,26.4329482167,26.618572853,26.4329482167,26.5814479257,632400
1993-07-23T00:00:00.000Z,26.5628557622,26.5628557622,26.4700731439,26.4886059076,286200
1993-07-26T00:00:00.000Z,26.7113554712,26.7670725621,26.6371056167,26.6371056167,121300
1993-07-27T00:00:00.000Z,26.6928227075,26.7484803985,26.5999806894,26.7299476348,92800
1993-07-28T00:00:00.000Z,26.6371056167,26.6928227075,26.5999806894,26.6371056167,30800
1993-07-29T00:00:00.000Z,26.7856053258,26.8598551803,26.6556977803,26.6928227075,331000
1993-07-30T00:00:00.000Z,26.6371056167,26.7856053258,26.5999806894,26.7856053258,75300
1993-08-02T00:00:00.000Z,26.7113554712,26.8041974894,26.674230544,26.674230544,41300
1993-08-03T00:00:00.000Z,26.7299476348,26.8413224166,26.6371056167,26.7670725621,81600
1993-08-04T00:00:00.000Z,26.7299476348,26.7856053258,26.6556977803,26.7299476348,434000
1993-08-05T00:00:00.000Z,26.674230544,26.7299476348,26.6371056167,26.7299476348,36800
1993-08-06T00:00:00.000Z,26.7113554712,26.7670725621,26.674230544,26.7484803985,402300
1993-08-09T00:00:00.000Z,26.8598551803,26.9341050349,26.7299476348,26.7856053258,828200
1993-08-10T00:00:00.000Z,26.8413224166,26.8598551803,26.8041974894,26.8413224166,604900
1993-08-11T00:00:00.000Z,26.8413224166,26.9155722712,26.8227302531,26.8227302531,542200
1993-08-12T00:00:00.000Z,26.7670725621,26.9155722712,26.674230544,26.9155722712,303700
1993-08-13T00:00:00.000Z,26.8041974894,26.8227302531,26.7856053258,26.7856053258,103500
1993-08-16T00:00:00.000Z,26.9526971984,27.026947053,26.8227302531,26.8227302531,241800
1993-08-17T00:00:00.000Z,27.0454798167,27.0454798167,26.9341050349,26.9341050349,369300
1993-08-18T00:00:00.000Z,27.1939795258,27.2496966166,27.1197296712,27.1383218348,414300
1993-08-19T00:00:00.000Z,27.1939795258,27.2125716893,27.1568545985,27.2125716893,28500
1993-08-20T00:00:00.000Z,27.2125716893,27.2125716893,27.1197296712,27.1383218348,80700
1993-08-23T00:00:00.000Z,27.1568545985,27.1754467621,27.1011969075,27.1011969075,15600
1993-08-24T00:00:00.000Z,27.4538540167,27.4538540167,27.1568545985,27.1568545985,273400
1993-08-25T00:00:00.000Z,27.4724461802,27.583820962,27.4167290894,27.4538540167,242300
1993-08-26T00:00:00.000Z,27.4909789439,27.639478653,27.3796041621,27.4909789439,120000
1993-08-27T00:00:00.000Z,27.4724461802,27.4724461802,27.4167290894,27.4167290894,25700
1993-08-30T00:00:00.000Z,27.583820962,27.6209458893,27.4909789439,27.4909789439,183500
1993-08-31T00:00:00.000Z,27.6580708166,27.6580708166,27.5281038712,27.5652287985,66500
1993-09-01T00:00:00.000Z,27.6209458893,27.6766035803,27.5652287985,27.5652287985,136500
1993-09-02T00:00:00.000Z,27.5281038712,27.6766035803,27.5095711075,27.639478653,472400
1993-09-03T00:00:00.000Z,27.5466960348,27.583820962,27.4724461802,27.5095711075,630500
1993-09-07T00:00:00.000Z,27.3610713984,27.583820962,27.3239464711,27.5466960348,196400
1993-09-08T00:00:00.000Z,27.2682293803,27.3610713984,27.0826047439,27.3610713984,269900
1993-09-09T00:00:00.000Z,27.3239464711,27.3424792348,27.1568545985,27.1568545985,239200
1993-09-10T00:00:00.000Z,27.5652287985,27.583820962,27.3610713984,27.3981963257,106500
1993-09-13T00:00:00.000Z,27.583820962,27.6580708166,27.583820962,27.6580708166,66900
1993-09-14T00:00:00.000Z,27.4724461802,27.5095711075,27.3796041621,27.5095711075,184500
1993-09-15T00:00:00.000Z,27.5466960348,27.5652287985,27.2682293803,27.3610713984,101000
1993-09-16T00:00:00.000Z,27.435321253,27.5281038712,27.4167290894,27.5095711075,54300
1993-09-17T00:00:00.000Z,27.3825664343,27.4385718144,27.3452095906,27.419923278,200900
1993-09-20T00:00:00.000Z,27.1584253721,27.4759286581,27.1584253721,27.419923278,57800
1993-09-21T00:00:00.000Z,27.0650033774,27.2331390595,26.7848569351,27.1957822158,318200
1993-09-22T00:00:00.000Z,27.2891444396,27.3265012833,27.1210685284,27.1584253721,439700
1993-09-23T00:00:00.000Z,27.4385718144,27.4572801217,27.3265012833,27.363858127,88500
1993-09-24T00:00:00.000Z,27.363858127,27.419923278,27.3265012833,27.4012149707,53500
1993-09-27T00:00:00.000Z,27.6627128766,27.6627128766,27.5693506528,27.5693506528,274600
1993-09-28T00:00:00.000Z,27.6067074965,27.6814211839,27.5879991892,27.6814211839,158300
1993-09-29T00:00:00.000Z,27.5132855018,27.6814211839,27.4759286581,27.6067074965,221000
1993-09-30T00:00:00.000Z,27.4572801217,27.5693506528,27.4012149707,27.5132855018,99300
1993-10-01T00:00:00.000Z,27.5879991892,27.6253560329,27.3825664343,27.419923278,22700
1993-10-04T00:00:00.000Z,27.6253560329,27.6253560329,27.5506423455,27.6253560329,1038500
1993-10-05T00:00:00.000Z,27.5879991892,27.6814211839,27.4946369654,27.6814211839,436500
1993-10-06T00:00:00.000Z,27.5693506528,27.7187780276,27.5693506528,27.6067074965,209200
1993-10-07T00:00:00.000Z,27.4946369654,27.6067074965,27.4759286581,27.6067074965,59400
1993-10-08T00:00:00.000Z,27.5319938091,27.5879991892,27.3265012833,27.5693506528,54400
1993-10-11T00:00:00.000Z,27.5879991892,27.6440643402,27.5879991892,27.5879991892,467100
1993-10-12T00:00:00.000Z,27.6253560329,27.6440643402,27.6067074965,27.6253560329,26200
1993-10-13T00:00:00.000Z,27.6253560329,27.6440643402,27.5879991892,27.6440643402,139100
1993-10-14T00:00:00.000Z,27.9802759336,27.9802759336,27.6627128766,27.737426564,108100
1993-10-15T00:00:00.000Z,28.1297033084,28.1857086884,28.0362813136,28.110995001,1502500
1993-10-18T00:00:00.000Z,28.054989621,28.110995001,28.0176327773,28.110995001,722400
1993-10-19T00:00:00.000Z,27.8494970951,28.0736381573,27.8494970951,28.0176327773,880100
1993-10-20T00:00:00.000Z,27.8868539388,27.9429190899,27.8308485587,27.9429190899,230400
1993-10-21T00:00:00.000Z,27.8494970951,27.9055622461,27.8121402514,27.9055622461,56200
1993-10-22T00:00:00.000Z,27.7187780276,27.9989244699,27.7187780276,27.8868539388,390700
1993-10-25T00:00:00.000Z,27.793491715,27.8308485587,27.6627128766,27.737426564,114500
1993-10-26T00:00:00.000Z,27.7747834077,27.793491715,27.6814211839,27.7747834077,186200
1993-10-27T00:00:00.000Z,27.793491715,27.8121402514,27.737426564,27.737426564,118400
1993-10-28T00:00:00.000Z,27.9989244699,28.0736381573,27.8308485587,27.8308485587,129600
1993-10-29T00:00:00.000Z,27.9989244699,28.0176327773,27.9615676262,27.9802759336,80700
1993-11-01T00:00:00.000Z,28.0736381573,28.0923464647,27.9615676262,27.9615676262,36400
1993-11-02T00:00:00.000Z,28.054989621,28.0923464647,27.8868539388,28.0362813136,262100
1993-11-03T00:00:00.000Z,27.7000697203,28.0362813136,27.5693506528,28.0362813136,479100
1993-11-04T00:00:00.000Z,27.4012149707,27.7000697203,27.3825664343,27.7000697203,130400
1993-11-05T00:00:00.000Z,27.5319938091,27.5319938091,27.2144307522,27.3265012833,363200
1993-11-08T00:00:00.000Z,27.5693506528,27.6440643402,27.4759286581,27.5506423455,367600
1993-11-09T00:00:00.000Z,27.5879991892,27.7747834077,27.5693506528,27.7561348713,246900
1993-11-10T00:00:00.000Z,27.793491715,27.793491715,27.5132855018,27.5879991892,46500
1993-11-11T00:00:00.000Z,27.7187780276,27.8682054024,27.7000697203,27.793491715,88900
1993-11-12T00:00:00.000Z,27.8494970951,27.9429190899,27.7561348713,27.7747834077,108200
1993-11-15T00:00:00.000Z,27.8308485587,27.9055622461,27.7561348713,27.9055622461,243300
1993-11-16T00:00:00.000Z,27.9615676262,27.9802759336,27.7747834077,27.8868539388,492600
1993-11-17T00:00:00.000Z,27.8121402514,27.9802759336,27.737426564,27.9802759336,39600
1993-11-18T00:00:00.000Z,27.737426564,27.8308485587,27.6627128766,27.7747834077,240800
1993-11-19T00:00:00.000Z,27.6814211839,27.7187780276,27.6253560329,27.6440643402,106000
1993-11-22T00:00:00.000Z,27.5132855018,27.6253560329,27.419923278,27.6067074965,165300
1993-11-23T00:00:00.000Z,27.6627128766,27.6814211839,27.5132855018,27.6627128766,89700
1993-11-24T00:00:00.000Z,27.7747834077,27.793491715,27.7000697203,27.737426564,77200
1993-11-26T00:00:00.000Z,27.793491715,27.8494970951,27.7747834077,27.8494970951,1019800
1993-11-29T00:00:00.000Z,27.6814211839,27.9242107825,27.6814211839,27.8682054024,517500
1993-11-30T00:00:00.000Z,27.7000697203,27.8308485587,27.6440643402,27.6627128766,230000
1993-12-01T00:00:00.000Z,27.737426564,27.8682054024,27.737426564,27.8494970951,379200
1993-12-02T00:00:00.000Z,27.8121402514,27.8308485587,27.737426564,27.793491715,352000
1993-12-03T00:00:00.000Z,27.9242107825,27.9242107825,27.793491715,27.793491715,306000
1993-12-06T00:00:00.000Z,28.0176327773,28.054989621,27.9615676262,27.9615676262,99500
1993-12-07T00:00:00.000Z,27.9989244699,28.0362813136,27.9615676262,28.0176327773,88800
1993-12-08T00:00:00.000Z,27.9989244699,27.9989244699,27.9615676262,27.9989244699,146700
1993-12-09T00:00:00.000Z,27.9055622461,28.0362813136,27.8682054024,27.9989244699,416500
1993-12-10T00:00:00.000Z,27.8494970951,27.9242107825,27.793491715,27.9242107825,412900
1993-12-13T00:00:00.000Z,28.0176327773,28.0176327773,27.8121402514,27.8494970951,273200
1993-12-14T00:00:00.000Z,27.8121402514,28.0362813136,27.8121402514,28.0362813136,41900
1993-12-15T00:00:00.000Z,27.7747834077,27.8682054024,27.7747834077,27.8494970951,82600
1993-12-16T00:00:00.000Z,27.8682054024,27.8868539388,27.8308485587,27.8868539388,78200
1993-12-17T00:00:00.000Z,28.0025340376,28.0212976148,27.8897721556,27.9085357327,104700
1993-12-20T00:00:00.000Z,28.0401213316,28.0588849088,27.9649467436,27.9837103208,68800
1993-12-21T00:00:00.000Z,27.9461230267,28.0025340376,27.9085357327,28.0025340376,205700
1993-12-22T00:00:00.000Z,28.1340594968,28.1528832136,27.9649467436,28.0212976148,410300
1993-12-23T00:00:00.000Z,28.1152959196,28.1716467908,28.0777086256,28.1152959196,533800
1993-12-27T00:00:00.000Z,28.2656450957,28.2656450957,28.1152959196,28.1152959196,447100
1993-12-28T00:00:00.000Z,28.3219959668,28.3408196837,28.2280578017,28.2468213788,880600
1993-12-29T00:00:00.000Z,28.2844086728,28.3595832609,28.2656450957,28.3408196837,266700
1993-12-30T00:00:00.000Z,28.1716467908,28.2656450957,28.1152959196,28.2656450957,219900
1993-12-31T00:00:00.000Z,28.0212976148,28.2656450957,28.0025340376,28.2280578017,312900
1994-01-03T00:00:00.000Z,27.9461230267,28.0588849088,27.9085357327,28.0212976148,960900
1994-01-04T00:00:00.000Z,28.0588849088,28.0588849088,27.9461230267,27.9837103208,164300
1994-01-05T00:00:00.000Z,28.1152959196,28.1340594968,27.9837103208,28.0964722028,710900
1994-01-06T00:00:00.000Z,28.1152959196,28.1716467908,28.0777086256,28.1528832136,201000
1994-01-07T00:00:00.000Z,28.2844086728,28.3032323897,28.0964722028,28.1716467908,775500
1994-01-10T00:00:00.000Z,28.6226943189,28.6226943189,28.2468213788,28.3219959668,593700
1994-01-11T00:00:00.000Z,28.5663434478,28.6039307418,28.4723451429,28.6039307418,295200
1994-01-12T00:00:00.000Z,28.4723451429,28.5851070249,28.3784069777,28.5851070249,158400
1994-01-13T00:00:00.000Z,28.3971705549,28.4535815657,28.3595832609,28.3971705549,244300
1994-01-14T00:00:00.000Z,28.5099324369,28.5663434478,28.4911688597,28.4911688597,137200
1994-01-17T00:00:00.000Z,28.5099324369,28.5475197309,28.4535815657,28.5099324369,17700
1994-01-18T00:00:00.000Z,28.5475197309,28.5851070249,28.4911688597,28.5475197309,166400
1994-01-19T00:00:00.000Z,28.4723451429,28.5475197309,28.4159942717,28.5099324369,200800
1994-01-20T00:00:00.000Z,28.5475197309,28.5663434478,28.4911688597,28.5099324369,281100
1994-01-21T00:00:00.000Z,28.4911688597,28.5851070249,28.4723451429,28.5851070249,85600
1994-01-24T00:00:00.000Z,28.3784069777,28.6039307418,28.3784069777,28.4723451429,373800
1994-01-25T00:00:00.000Z,28.3784069777,28.4159942717,28.3219959668,28.3971705549,310400
1994-01-26T00:00:00.000Z,28.4535815657,28.4723451429,28.3408196837,28.3784069777,145100
1994-01-27T00:00:00.000Z,28.7166926238,28.7542799178,28.4723451429,28.5099324369,344500
1994-01-28T00:00:00.000Z,28.7918672118,28.885805377,28.7918672118,28.8294545058,356500
1994-01-31T00:00:00.000Z,28.998567259,29.0549782699,28.8670417998,28.9046290938,313800
1994-02-01T00:00:00.000Z,28.848218083,28.960979965,28.810630789,28.960979965,303600
1994-02-02T00:00:00.000Z,29.036154553,29.036154553,28.923392671,28.9422163879,307600
1994-02-03T00:00:00.000Z,28.9046290938,28.9798036819,28.810630789,28.9798036819,466100
1994-02-04T00:00:00.000Z,28.2468213788,28.9422163879,28.2468213788,28.9046290938,1403200
1994-02-07T00:00:00.000Z,28.3784069777,28.4535815657,28.1716467908,28.1716467908,516400
1994-02-08T00:00:00.000Z,28.3971705549,28.4347578489,28.2844086728,28.4347578489,188200
1994-02-09T00:00:00.000Z,28.5099324369,28.5287561537,28.3784069777,28.4159942717,144600
1994-02-10T00:00:00.000Z,28.2656450957,28.5099324369,28.2656450957,28.4911688597,883900
1994-02-11T00:00:00.000Z,28.3595832609,28.4347578489,28.1528832136,28.2844086728,519400
1994-02-14T00:00:00.000Z,28.3971705549,28.4911688597,28.2656450957,28.3032323897,2742100
1994-02-15T00:00:00.000Z,28.5475197309,28.5663434478,28.4159942717,28.4535815657,374700
1994-02-16T00:00:00.000Z,28.5287561537,28.5851070249,28.4723451429,28.5851070249,287600
1994-02-17T00:00:00.000Z,28.3595832609,28.6791053298,28.2844086728,28.6602816129,342400
1994-02-18T00:00:00.000Z,28.1904705076,28.3971705549,28.1152959196,28.3784069777,313300
1994-02-22T00:00:00.000Z,28.4723451429,28.4723451429,28.2656450957,28.2656450957,154500
1994-02-23T00:00:00.000Z,28.3971705549,28.5287561537,28.3032323897,28.5099324369,391700
1994-02-24T00:00:00.000Z,28.0212976148,28.3032323897,28.0025340376,28.3032323897,770800
1994-02-25T00:00:00.000Z,28.1528832136,28.1528832136,28.0025340376,28.0588849088,531300
1994-02-28T00:00:00.000Z,28.1528832136,28.3032323897,28.1528832136,28.2280578017,333000
1994-03-01T00:00:00.000Z,28.0401213316,28.2092340848,27.8897721556,28.1528832136,423600
1994-03-02T00:00:00.000Z,28.0777086256,28.0777086256,27.6078373807,27.6830119687,581500
1994-03-03T00:00:00.000Z,28.0025340376,28.0401213316,27.9273594496,28.0401213316,223200
1994-03-04T00:00:00.000Z,28.0777086256,28.1528832136,27.9085357327,28.0025340376,595800
1994-03-07T00:00:00.000Z,28.2280578017,28.2656450957,28.1716467908,28.1716467908,539800
1994-03-08T00:00:00.000Z,28.1152959196,28.2468213788,28.0777086256,28.2468213788,880300
1994-03-09T00:00:00.000Z,28.2468213788,28.2656450957,28.0212976148,28.1528832136,2500100
1994-03-10T00:00:00.000Z,28.0212976148,28.2280578017,27.9273594496,28.2280578017,207400
1994-03-11T00:00:00.000Z,28.1716467908,28.2092340848,27.9085357327,28.0588849088,576600
1994-03-14T00:00:00.000Z,28.2092340848,28.2844086728,28.1716467908,28.2844086728,345900
1994-03-15T00:00:00.000Z,28.1904705076,28.3219959668,28.1716467908,28.2656450957,748600
1994-03-16T00:00:00.000Z,28.4159942717,28.4159942717,28.1340594968,28.2280578017,455500
1994-03-17T00:00:00.000Z,28.4159942717,28.4535815657,28.3219959668,28.3219959668,133000
1994-03-18T00:00:00.000Z,28.4099063329,28.4477106397,28.2586891056,28.2776215024,365500
1994-03-21T00:00:00.000Z,28.3342977192,28.3910344229,28.2586891056,28.3154258093,324800
1994-03-22T00:00:00.000Z,28.4099063329,28.4666430366,28.2776215024,28.3342977192,435700
1994-03-23T00:00:00.000Z,28.3910344229,28.4666430366,28.3721020261,28.3910344229,698500
1994-03-24T00:00:00.000Z,28.0507956615,28.3342977192,27.9184503442,28.2776215024,1200500
1994-03-25T00:00:00.000Z,27.7861655138,28.1452761851,27.7861655138,28.0696675715,100900
